route_id,bus_details,segment_sequence,start_stop_id,end_stop_id,start_stop_name,start_lat,start_lon,end_stop_name,end_lat,end_lon,segment_id
444,5C -Towards-Taramani,8,1512,1505,KASTHURBAI_NAGAR,13.006164,80.247433,TARAMANI,12.986035,80.241066,1512_1505
1210,IITM - towards Jam,1,2001,2002,MAIN_GATE,13.00539,80.24188,GAJENDRA_CIRCLE,12.99188,80.233718,2001_2002
1210,IITM - towards Jam,2,2002,2003,GAJENDRA_CIRCLE,12.99188,80.233718,CAUVERY,12.986577,80.233278,2002_2003
1210,IITM - towards Jam,3,2003,2000,CAUVERY,12.986577,80.233278,JAMUNA,12.98665,80.23866,2003_2000
1211,Main Gate,1,2000,2003,JAMUNA,12.98665,80.23866,CAUVERY,12.986577,80.233278,2000_2003
1211,Main Gate,2,2003,2002,CAUVERY,12.986577,80.233278,GAJENDRA_CIRCLE,12.99188,80.233718,2003_2002
1211,Main Gate,3,2002,2001,GAJENDRA_CIRCLE,12.99188,80.233718,MAIN_GATE,13.00539,80.24188,2002_2001
1301,154-Towards-PATTUR,1,3395,3293,T. Nagar Bus Terminus,13.033959,80.230406,C.I.T Nagar,13.030023,80.230828,3395_3293
1301,154-Towards-PATTUR,2,3293,3396,C.I.T Nagar,13.030023,80.230828,Saidapet,13.022406,80.226773,3293_3396
1301,154-Towards-PATTUR,3,3396,3522,Saidapet,13.022406,80.226773,Little Mount/Saidapet Court/Chinnamalai,13.013898,80.22657,3396_3522
1301,154-Towards-PATTUR,4,3522,3391,Little Mount/Saidapet Court/Chinnamalai,13.013898,80.22657,Chellammal College/SPIC,13.011673,80.219807,3522_3391
1301,154-Towards-PATTUR,5,3391,3580,Chellammal College/SPIC,13.011673,80.219807,Guindy Race Course/Guindy Railway Station Bus Stop,13.008179,80.213317,3391_3580
1301,154-Towards-PATTUR,6,3580,3611,Guindy Race Course/Guindy Railway Station Bus Stop,13.008179,80.213317,Maduvinkarai,13.003662,80.211937,3580_3611
1301,154-Towards-PATTUR,7,3611,3309,Maduvinkarai,13.003662,80.211937,Guindy/MKN Road,13.007333,80.209833,3611_3309
1301,154-Towards-PATTUR,8,3309,3485,Guindy/MKN Road,13.007333,80.209833,Jothi Theatre/Kathipara,13.007317,80.201711,3309_3485
1301,154-Towards-PATTUR,9,3485,3397,Jothi Theatre/Kathipara,13.007317,80.201711,Kathipara/Jothi Theatre,13.007304,80.201539,3485_3397
1301,154-Towards-PATTUR,10,3397,3398,Kathipara/Jothi Theatre,13.007304,80.201539,Butt Road,13.007279,80.196958,3397_3398
1301,154-Towards-PATTUR,11,3398,3140,Butt Road,13.007279,80.196958,Butt Road Kalyana Mandapam,13.010992,80.195515,3398_3140
1301,154-Towards-PATTUR,12,3140,3399,Butt Road Kalyana Mandapam,13.010992,80.195515,Jayanthi Theatre,13.014312,80.193346,3140_3399
1301,154-Towards-PATTUR,13,3399,3310,Jayanthi Theatre,13.014312,80.193346,Nandhambakkam/Trade Centre,13.016321,80.189709,3399_3310
1301,154-Towards-PATTUR,14,3310,3322,Nandhambakkam/Trade Centre,13.016321,80.189709,Ramapuram,13.02062,80.18432,3310_3322
1301,154-Towards-PATTUR,15,3322,3670,Ramapuram,13.02062,80.18432,DLF/L&T,13.023811,80.178431,3322_3670
1301,154-Towards-PATTUR,16,3670,3323,DLF/L&T,13.023811,80.178431,Moon Light,13.025214,80.175874,3670_3323
1301,154-Towards-PATTUR,17,3323,3141,Moon Light,13.025214,80.175874,Mugalivakkam,13.029007,80.169151,3323_3141
1301,154-Towards-PATTUR,18,3141,3324,Mugalivakkam,13.029007,80.169151,Sakthi nagar,13.032325,80.163137,3141_3324
1301,154-Towards-PATTUR,19,3324,3325,Sakthi nagar,13.032325,80.163137,Gopala Krishna Theatre,13.03387,80.16034,3324_3325
1301,154-Towards-PATTUR,20,3325,3400,Gopala Krishna Theatre,13.03387,80.16034,Porur,13.035453,80.154279,3325_3400
1301,154-Towards-PATTUR,21,3400,3312,Porur,13.035453,80.154279,Retteri/Chettiyar Agaram,13.036159,80.146269,3400_3312
1301,154-Towards-PATTUR,22,3312,3109,Retteri/Chettiyar Agaram,13.036159,80.146269,Ramachandra Hospital/SRMC,13.036559,80.142928,3312_3109
1301,154-Towards-PATTUR,23,3109,3311,Ramachandra Hospital/SRMC,13.036559,80.142928,Iyyappanthangal Depot,13.038,80.135167,3109_3311
1301,154-Towards-PATTUR,24,3311,3633,Iyyappanthangal Depot,13.038,80.135167,Iyyappanthangal Bus Stop,13.039084,80.132443,3311_3633
1301,154-Towards-PATTUR,25,3633,3326,Iyyappanthangal Bus Stop,13.039084,80.132443,Kattupakkam,13.041097,80.12713,3633_3326
1301,154-Towards-PATTUR,26,3326,3327,Kattupakkam,13.041097,80.12713,Vannankulam,13.04302,80.12271,3326_3327
1301,154-Towards-PATTUR,27,3327,3117,Vannankulam,13.04302,80.12271,Kumananchavadi,13.044864,80.116036,3327_3117
1301,154-Towards-PATTUR,28,3117,3328,Kumananchavadi,13.044864,80.116036,Kumunanchavadi,13.04395,80.11542,3117_3328
1301,154-Towards-PATTUR,29,3328,3329,Kumunanchavadi,13.04395,80.11542,Gangai Amman Koil,13.03807,80.1132,3328_3329
1301,154-Towards-PATTUR,30,3329,3330,Gangai Amman Koil,13.03807,80.1132,Mangadu,13.03508,80.11209,3329_3330
1301,154-Towards-PATTUR,31,3330,3331,Mangadu,13.03508,80.11209,Kamatchi Amman Koil,13.03094,80.11126,3330_3331
1301,154-Towards-PATTUR,32,3331,3332,Kamatchi Amman Koil,13.03094,80.11126,Pattu Koot Road/X Road,13.027108,80.110871,3331_3332
1301,154-Towards-PATTUR,33,3332,3333,Pattu Koot Road/X Road,13.027108,80.110871,Cement Road,13.02531,80.11472,3332_3333
1301,154-Towards-PATTUR,34,3333,3607,Cement Road,13.02531,80.11472,Pattur Bus Stop,13.023196,80.1185,3333_3607
1302,154-Towards-T.NAGAR,1,3607,3334,Pattur Bus Stop,13.023196,80.1185,Cement Road,13.02527,80.115,3607_3334
1302,154-Towards-T.NAGAR,2,3334,3335,Cement Road,13.02527,80.115,Aalamaram,13.0255,80.11327,3334_3335
1302,154-Towards-T.NAGAR,3,3335,3488,Aalamaram,13.0255,80.11327,Pattu Road Junction,13.026989,80.110643,3335_3488
1302,154-Towards-T.NAGAR,4,3488,3635,Pattu Road Junction,13.026989,80.110643,Mangadu Bus Stand,13.031438,80.111092,3488_3635
1302,154-Towards-T.NAGAR,5,3635,3489,Mangadu Bus Stand,13.031438,80.111092,Mangadu Koil,13.03178,80.11108,3635_3489
1302,154-Towards-T.NAGAR,6,3489,3336,Mangadu Koil,13.03178,80.11108,Gangai Amman Koil,13.03797,80.11294,3489_3336
1302,154-Towards-T.NAGAR,7,3336,3608,Gangai Amman Koil,13.03797,80.11294,Chetti Theru,13.04139,80.1145,3336_3608
1302,154-Towards-T.NAGAR,8,3608,3450,Chetti Theru,13.04139,80.1145,Kumunanchavadi,13.045089,80.115921,3608_3450
1302,154-Towards-T.NAGAR,9,3450,3553,Kumunanchavadi,13.045089,80.115921,Vannankulam,13.04288,80.12353,3450_3553
1302,154-Towards-T.NAGAR,10,3553,3118,Vannankulam,13.04288,80.12353,Kattupakkam,13.040646,80.128795,3553_3118
1302,154-Towards-T.NAGAR,11,3118,3401,Kattupakkam,13.040646,80.128795,Iyyappanthangal Depot,13.038195,80.1352,3118_3401
1302,154-Towards-T.NAGAR,12,3401,3554,Iyyappanthangal Depot,13.038195,80.1352,Iyappanthangal/Ambedkar Silai,13.03741,80.13865,3401_3554
1302,154-Towards-T.NAGAR,13,3554,3402,Iyappanthangal/Ambedkar Silai,13.03741,80.13865,Ramachandra Hospital/SRMC,13.036964,80.141731,3554_3402
